,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Direction_of_Melodic_Motion,Average_Interval_Spanned_by_Melodic_Arcs,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Variability_in_Rhythmic_Value_Run_Lengths,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Variability
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi",0.03934, 0.1289, 0.9791, 0.9191, 13.91, 3.49, 9.0, 0.09313, 0.9679, 0.02915, 0.05119, 0.08887, 0.1591, 0.05503, 0.02275, 0.04877, 0.07081, 0.03085, 0.09015, 0.4045, 0.5182, 21.39, 0.9169, 0.9456, 0.08184, 0.006032, 0.0, 0.6939, 1.0, 0.2546, 6.506, 0.006325, 0.006325
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_03_WAV.midi",0.04393, 0.1451, 0.9602, 0.8858, 14.63, 3.401, 9.0, 0.08736, 0.8223, 0.01038, 0.05256, 0.1148, 0.1201, 0.04646, 0.0318, 0.05963, 0.1064, 0.03008, 0.08736, 0.393, 0.472, 22.13, 0.7857, 0.8791, 0.2031, 0.02325, 0.002469, 0.5981, 1.0, 0.5844, 4.124, 0.006309, 0.006309
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_04_WAV.midi",0.0397, 0.1292, 0.993, 0.9143, 13.89, 3.49, 9.0, 0.095, 0.9924, 0.02443, 0.05045, 0.08738, 0.1677, 0.05734, 0.02486, 0.04771, 0.07445, 0.02616, 0.09428, 0.3957, 0.5225, 21.43, 0.91, 0.9402, 0.08811, 0.005671, 0.0, 0.6295, 1.0, 0.2677, 4.461, 0.006451, 0.006451
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--2.midi",0.0959, 0.2189, 0.9758, 0.7633, 11.33, 3.516, 19.0, 0.133, 0.4941, 0.133, 0.05321, 0.1111, 0.08138, 0.02817, 0.003912, 0.03521, 0.04851, 0.02347, 0.04851, 0.4867, 0.4657, 20.14, 0.8863, 0.9428, 0.1075, 0.008507, 0.001547, 0.7997, 1.0, 0.3948, 4.749, 0.006949, 0.006949
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--3.midi",0.03603, 0.1167, 0.918, 0.9949, 14.01, 3.414, 12.0, 0.2997, 0.2949, 0.003802, 0.03232, 0.04975, 0.04024, 0.01901, 0.02218, 0.01933, 0.0545, 0.0526, 0.2997, 0.4388, 0.4539, 24.09, 0.7637, 0.8464, 0.2215, 0.03042, 0.005021, 0.6559, 1.0, 0.7677, 11.52, 0.006854, 0.006854
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--1.midi",0.07379, 0.1672, 0.8814, 0.9305, 11.38, 3.319, 9.0, 0.1358, 0.9271, 0.01179, 0.03252, 0.09905, 0.2084, 0.0584, 0.04797, 0.05257, 0.1009, 0.04187, 0.1358, 0.2432, 0.4554, 16.67, 0.7935, 0.862, 0.1835, 0.04062, 0.00431, 0.6017, 1.0, 0.7475, 9.31, 0.0066, 0.0066
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi",0.06637, 0.1769, 0.9702, 0.7793, 11.22, 3.462, 9.0, 0.1794, 0.7585, 0.006071, 0.01653, 0.05278, 0.2423, 0.09207, 0.01754, 0.03895, 0.0968, 0.03002, 0.1794, 0.244, 0.5565, 16.19, 0.7966, 0.9022, 0.1915, 0.01779, 0.0028, 0.4674, 1.0, 0.5209, 1.898, 0.006592, 0.006591
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi",0.05723, 0.1434, 0.9032, 0.9785, 10.19, 3.492, 1.0, 0.1936, 0.8818, 0.0, 0.1707, 0.3643, 0.05937, 0.02474, 0.0167, 0.02783, 0.0804, 0.01608, 0.02288, 0.3878, 0.4558, 16.45, 0.5557, 0.6658, 0.4375, 0.01477, 6.154E-4, 0.3963, 1.0, 0.5285, 1.698, 0.006908, 0.006908
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi",0.0605, 0.1652, 0.99, 0.9341, 9.981, 3.48, 13.0, 0.08717, 1.0, 6.139E-4, 0.04665, 0.1338, 0.1295, 0.0577, 0.01473, 0.05893, 0.09515, 0.03867, 0.05893, 0.4119, 0.4896, 15.85, 0.9014, 0.9577, 0.09316, 0.00605, 0.00363, 0.6001, 1.0, 0.5081, 2.489, 0.006826, 0.006826
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi",0.0451, 0.1607, 0.7942, 0.6688, 16.36, 3.302, 10.0, 0.143, 0.6712, 0.01237, 0.05086, 0.1468, 0.1237, 0.05361, 0.02515, 0.04522, 0.07478, 0.03162, 0.143, 0.3438, 0.4871, 21.55, 0.8922, 0.9361, 0.101, 0.01582, 3.922E-4, 0.7298, 1.0, 0.3891, 8.762, 0.006497, 0.006497
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--4.midi",0.05272, 0.1554, 0.9789, 0.9071, 12.87, 3.166, 6.0, 0.1021, 0.6374, 0.004489, 0.02076, 0.05668, 0.1184, 0.0404, 0.03199, 0.04209, 0.1633, 0.04265, 0.06453, 0.4355, 0.4076, 21.54, 0.3607, 0.6249, 0.596, 0.08047, 0.01387, 0.2642, 0.7479, 0.9872, 0.7722, 0.006235, 0.006235
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--4.midi",0.06663, 0.1576, 0.8828, 0.9347, 11.28, 3.43, 9.0, 0.1615, 0.5244, 0.007897, 0.01984, 0.0597, 0.1434, 0.0502, 0.04146, 0.07314, 0.1241, 0.04249, 0.1615, 0.2961, 0.4769, 16.43, 0.7472, 0.8711, 0.2286, 0.0318, 0.008271, 0.519, 1.0, 0.8028, 3.178, 0.006375, 0.006375
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--2.midi",0.05439, 0.2219, 0.9733, 0.5654, 17.04, 3.737, 1.0, 0.1748, 0.9292, 7.283E-4, 0.02622, 0.08886, 0.3212, 0.1748, 0.09323, 0.1122, 0.06628, 0.0102, 0.0488, 0.08376, 0.4832, 16.71, 0.913, 0.9282, 0.05221, 0.04351, 0.005076, 0.7281, 1.0, 0.7684, 3.836, 0.00651, 0.00651
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--3.midi",0.05556, 0.2237, 0.961, 0.5613, 17.08, 3.743, 1.0, 0.1751, 0.9378, 7.267E-4, 0.02108, 0.08648, 0.3219, 0.1751, 0.09593, 0.1156, 0.06395, 0.009448, 0.05087, 0.07994, 0.4771, 16.74, 0.8752, 0.904, 0.08514, 0.05339, 0.006494, 0.5498, 1.0, 0.8091, 2.027, 0.00643, 0.00643
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi",0.05276, 0.1417, 0.9884, 0.987, 10.21, 3.492, 1.0, 0.1957, 0.9177, 0.0, 0.1796, 0.3752, 0.05263, 0.02167, 0.01548, 0.03406, 0.08111, 0.01734, 0.02353, 0.3789, 0.4663, 16.38, 0.5681, 0.6761, 0.4276, 0.01411, 6.135E-4, 0.4049, 1.0, 0.5122, 1.954, 0.00684, 0.00684
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--1.midi",0.07057, 0.1628, 0.9477, 0.9575, 10.38, 3.319, 1.0, 0.1407, 0.6722, 0.003728, 0.09459, 0.2353, 0.137, 0.04706, 0.01817, 0.03914, 0.07316, 0.03169, 0.03402, 0.3807, 0.5075, 16.16, 0.1527, 0.244, 0.7219, 0.2518, 0.01338, 0.2422, 0.7429, 1.226, 0.9416, 0.009647, 0.009647
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--2.midi",0.08934, 0.2185, 0.7269, 0.5944, 12.15, 3.378, 9.0, 0.1287, 0.9943, 0.0253, 0.06931, 0.1019, 0.2123, 0.08471, 0.03997, 0.04364, 0.07664, 0.02604, 0.128, 0.2615, 0.468, 15.49, 0.8195, 0.8906, 0.1399, 0.04772, 0.01722, 0.596, 1.0, 1.361, 3.923, 0.006626, 0.006626
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi",0.03516, 0.1121, 0.8761, 0.9273, 14.9, 3.445, 9.0, 0.1701, 0.5447, 0.01358, 0.03575, 0.07434, 0.1446, 0.0517, 0.03521, 0.03798, 0.06866, 0.0269, 0.1701, 0.3769, 0.4553, 22.19, 0.794, 0.8978, 0.1935, 0.02254, 0.003535, 0.5554, 1.0, 0.5536, 4.187, 0.006488, 0.006488
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi",0.06967, 0.1903, 0.9103, 0.7324, 10.16, 3.325, 13.0, 0.1209, 0.5693, 9.054E-4, 0.0507, 0.1716, 0.08873, 0.05206, 0.01313, 0.05613, 0.08148, 0.02943, 0.04482, 0.4617, 0.5084, 16.53, 0.766, 0.9075, 0.2278, 0.01474, 4.466E-4, 0.5141, 0.49, 0.4, 1.399, 0.00707, 0.00707
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--1.midi",0.07904, 0.1547, 0.8255, 0.9478, 9.337, 3.474, 1.0, 0.1717, 0.7321, 0.006133, 0.1257, 0.2974, 0.109, 0.03543, 0.01704, 0.05588, 0.0879, 0.03441, 0.03543, 0.3213, 0.4889, 13.31, 0.6189, 0.7164, 0.3206, 0.1137, 0.01951, 0.3202, 1.0, 1.344, 1.267, 0.007141, 0.007141
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--4.midi",0.04095, 0.1318, 0.9349, 0.9075, 15.9, 3.468, 8.0, 0.2349, 0.2582, 0.01846, 0.02799, 0.08154, 0.1207, 0.05112, 0.01805, 0.04604, 0.06998, 0.02779, 0.2349, 0.3314, 0.4668, 22.41, 0.8598, 0.907, 0.1213, 0.02667, 0.007429, 0.8, 1.0, 0.7603, 19.0, 0.006784, 0.006784
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--2.midi",0.05097, 0.185, 0.9624, 0.9726, 14.94, 3.563, 1.0, 0.1337, 0.7728, 0.01093, 0.06045, 0.1638, 0.1919, 0.05137, 0.02455, 0.03164, 0.05818, 0.02015, 0.09579, 0.3518, 0.4888, 21.59, 0.7801, 0.9016, 0.207, 0.02384, 4.11E-4, 0.4827, 1.0, 0.4672, 6.842, 0.006494, 0.006494
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.midi",0.03873, 0.1449, 0.8375, 0.8565, 16.17, 3.395, 9.0, 0.1686, 0.5606, 0.01223, 0.04906, 0.0902, 0.1675, 0.04935, 0.03007, 0.02388, 0.07927, 0.04445, 0.1686, 0.3345, 0.4732, 20.99, 0.9242, 0.9522, 0.06897, 0.01533, 0.001095, 0.8243, 1.0, 0.4022, 19.59, 0.006461, 0.006461
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--2.midi",0.04391, 0.1343, 0.9241, 0.9267, 15.76, 3.57, 9.0, 0.08914, 0.8889, 0.009432, 0.06053, 0.1303, 0.1542, 0.06964, 0.02515, 0.04229, 0.0937, 0.02673, 0.07923, 0.3693, 0.4796, 20.04, 0.8369, 0.8946, 0.1499, 0.02271, 0.002726, 0.584, 1.0, 0.6474, 8.384, 0.006504, 0.006504
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--1.midi",0.05002, 0.1836, 0.9833, 0.9636, 15.03, 3.567, 1.0, 0.1326, 0.7955, 0.0107, 0.0635, 0.1689, 0.1968, 0.04766, 0.02754, 0.03054, 0.05693, 0.02055, 0.09161, 0.3487, 0.4962, 21.85, 0.866, 0.9278, 0.1247, 0.01588, 0.0, 0.6271, 1.0, 0.3845, 7.417, 0.006559, 0.006559
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--1.midi",0.0697, 0.1595, 0.9608, 0.9886, 10.43, 3.335, 1.0, 0.1554, 0.6429, 0.0037, 0.09991, 0.2553, 0.1295, 0.04579, 0.01804, 0.03284, 0.07308, 0.0333, 0.03793, 0.3705, 0.5009, 16.04, 0.1358, 0.2542, 0.7421, 0.2323, 0.01777, 0.22, 0.8861, 1.152, 1.034, 0.009964, 0.009964
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.midi",0.06375, 0.1544, 0.875, 0.9527, 9.79, 3.511, 1.0, 0.1205, 0.7571, 0.006127, 0.09122, 0.2117, 0.1062, 0.03336, 0.02349, 0.04118, 0.08305, 0.04152, 0.04152, 0.4118, 0.4842, 16.09, 0.8051, 0.8805, 0.176, 0.03021, 0.003652, 0.5827, 1.0, 0.6832, 2.065, 0.008296, 0.008296
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--4.midi",0.05491, 0.1397, 0.8807, 0.9639, 13.37, 3.532, 10.0, 0.1326, 0.7452, 0.006828, 0.06419, 0.163, 0.1181, 0.06248, 0.02714, 0.0548, 0.08467, 0.0495, 0.1326, 0.3008, 0.4722, 18.01, 0.7367, 0.8437, 0.2445, 0.03442, 0.003023, 0.5718, 1.0, 0.6226, 4.067, 0.006306, 0.006306
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--3.midi",0.05765, 0.1659, 0.9679, 0.8753, 10.95, 3.464, 1.0, 0.1925, 0.6862, 0.03152, 0.1099, 0.3024, 0.2109, 0.04765, 0.02777, 0.05216, 0.08893, 0.03602, 0.06004, 0.1426, 0.4742, 12.61, 0.8178, 0.8858, 0.1689, 0.02846, 0.003695, 0.4272, 0.9144, 0.6926, 1.484, 0.006545, 0.006549
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--5.midi",0.05251, 0.1739, 0.9141, 0.9948, 13.53, 3.496, 9.0, 0.08901, 0.9557, 0.01878, 0.05502, 0.1027, 0.1525, 0.06009, 0.02216, 0.07437, 0.1065, 0.03418, 0.08507, 0.3437, 0.4836, 19.07, 0.9304, 0.9688, 0.06748, 0.004331, 7.218E-4, 0.782, 1.0, 0.2983, 9.751, 0.006611, 0.006611
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--4.midi",0.04345, 0.1387, 0.9091, 0.9145, 15.22, 3.483, 9.0, 0.1359, 0.6859, 0.02533, 0.03624, 0.08032, 0.1565, 0.06157, 0.04576, 0.04576, 0.1296, 0.0361, 0.1359, 0.2832, 0.4751, 19.42, 0.8712, 0.938, 0.1241, 0.01185, 2.724E-4, 0.6387, 1.0, 0.349, 4.142, 0.006307, 0.006307
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--4.midi",0.05364, 0.1444, 0.947, 0.9074, 13.38, 3.559, 10.0, 0.138, 0.6708, 0.008572, 0.06669, 0.1593, 0.1147, 0.05983, 0.02434, 0.05966, 0.08075, 0.05229, 0.138, 0.3026, 0.4814, 17.97, 0.7218, 0.829, 0.2552, 0.03727, 0.002172, 0.5388, 1.0, 0.6906, 3.571, 0.006201, 0.006201
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--3.midi",0.07455, 0.2333, 0.9268, 0.8545, 14.65, 3.357, 7.0, 0.1479, 0.5941, 0.00495, 0.005569, 0.07364, 0.1182, 0.08787, 0.006807, 0.08354, 0.06931, 0.03465, 0.1479, 0.3731, 0.4789, 22.29, 0.9158, 0.9661, 0.07939, 0.01152, 0.0, 0.6988, 1.0, 0.2908, 6.017, 0.006456, 0.006456
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--4.midi",0.0548, 0.1437, 0.9202, 0.9263, 13.31, 3.543, 10.0, 0.1385, 0.7105, 0.009198, 0.06473, 0.1631, 0.117, 0.05692, 0.02933, 0.06734, 0.08244, 0.04408, 0.1385, 0.2921, 0.4722, 17.92, 0.6929, 0.8092, 0.2848, 0.03816, 0.002858, 0.4581, 1.0, 0.6733, 3.215, 0.006241, 0.006241
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--2.midi",0.04325, 0.1332, 0.9509, 0.9362, 15.75, 3.563, 9.0, 0.08203, 1.0, 0.009549, 0.0598, 0.1254, 0.145, 0.0717, 0.02379, 0.03914, 0.0944, 0.0274, 0.08203, 0.3817, 0.471, 20.41, 0.8549, 0.9027, 0.132, 0.02109, 0.003035, 0.664, 1.0, 0.6266, 9.051, 0.00661, 0.00661
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.midi",0.04459, 0.1323, 0.9005, 0.7939, 12.51, 3.376, 9.0, 0.0911, 0.8818, 0.003661, 0.06547, 0.1325, 0.1307, 0.06375, 0.04437, 0.05191, 0.1027, 0.03532, 0.0911, 0.344, 0.4715, 18.69, 0.6779, 0.8483, 0.3147, 0.01479, 0.001479, 0.3576, 1.0, 0.4439, 1.605, 0.006322, 0.006322
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi",0.05512, 0.152, 0.7988, 0.9635, 12.49, 3.43, 9.0, 0.1612, 0.55, 0.04938, 0.02015, 0.05375, 0.1357, 0.04266, 0.03796, 0.05845, 0.09204, 0.04232, 0.1612, 0.3265, 0.4866, 17.89, 0.5881, 0.7348, 0.393, 0.05806, 0.001305, 0.4504, 1.0, 0.6505, 1.536, 0.007634, 0.007634
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--4.midi",0.05116, 0.1461, 0.9685, 0.9227, 14.19, 3.527, 9.0, 0.123, 0.5687, 0.01713, 0.04355, 0.09424, 0.1278, 0.04974, 0.04093, 0.06283, 0.09234, 0.0426, 0.123, 0.3494, 0.4506, 21.18, 0.7062, 0.7953, 0.2733, 0.04632, 0.007145, 0.4953, 1.0, 0.917, 3.2, 0.006582, 0.006582
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--3.midi",0.05511, 0.2226, 0.96, 0.5743, 17.08, 3.727, 1.0, 0.1735, 0.9449, 0.0, 0.01471, 0.07426, 0.3346, 0.164, 0.09559, 0.1184, 0.06618, 0.009559, 0.05, 0.0875, 0.4699, 17.74, 0.8957, 0.9089, 0.05658, 0.06613, 0.02204, 0.6789, 1.0, 1.019, 3.195, 0.006616, 0.006616
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi",0.06768, 0.1531, 0.9375, 0.9669, 9.456, 3.382, 1.0, 0.1546, 0.8079, 0.001747, 0.1249, 0.2795, 0.1057, 0.02882, 0.01659, 0.04454, 0.08122, 0.04629, 0.03144, 0.3642, 0.4952, 15.25, 0.6277, 0.8333, 0.3359, 0.06599, 0.01015, 0.4399, 1.0, 0.9866, 2.326, 0.00742, 0.00742
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--1.midi",0.0616, 0.1421, 0.9708, 0.9652, 9.661, 3.4, 1.0, 0.2128, 0.6017, 0.003645, 0.128, 0.3408, 0.06287, 0.0328, 0.01185, 0.04282, 0.08109, 0.03326, 0.0246, 0.3663, 0.4705, 15.45, 0.379, 0.7032, 0.549, 0.1183, 0.02158, 0.3242, 0.7836, 1.285, 1.262, 0.008132, 0.008132
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--4.midi",0.07206, 0.1659, 0.8915, 0.9477, 11.32, 3.33, 9.0, 0.1518, 0.7118, 0.01101, 0.03027, 0.08704, 0.177, 0.0517, 0.04229, 0.05503, 0.1183, 0.04432, 0.1518, 0.2615, 0.4601, 16.96, 0.7906, 0.8546, 0.1906, 0.04136, 0.003411, 0.6902, 1.0, 0.7054, 8.697, 0.006501, 0.006501
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi",0.05128, 0.1392, 1.0, 0.9912, 10.2, 3.498, 1.0, 0.1872, 0.967, 0.001235, 0.181, 0.3681, 0.05497, 0.02656, 0.01853, 0.02965, 0.07783, 0.01482, 0.02594, 0.3823, 0.457, 16.28, 0.5354, 0.7241, 0.4609, 0.009768, 0.002442, 0.3266, 0.6393, 0.6394, 1.115, 0.006947, 0.006947
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--4.midi",0.05817, 0.1677, 0.9138, 0.7388, 14.53, 3.385, 9.0, 0.1396, 0.5829, 0.004663, 0.04611, 0.1142, 0.1285, 0.062, 0.04473, 0.03886, 0.07202, 0.0247, 0.1396, 0.3708, 0.4621, 22.19, 0.7655, 0.8654, 0.2172, 0.03444, 0.007021, 0.4761, 1.0, 0.8014, 2.518, 0.00642, 0.00642
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--2.midi",0.0436, 0.1449, 0.9905, 0.893, 14.61, 3.402, 9.0, 0.08877, 0.7899, 0.008148, 0.04825, 0.11, 0.1215, 0.05071, 0.03474, 0.0594, 0.1075, 0.02723, 0.08877, 0.392, 0.4708, 22.01, 0.7943, 0.901, 0.1979, 0.01447, 0.001561, 0.5089, 1.0, 0.4735, 3.407, 0.006377, 0.006377
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--3.midi",0.09107, 0.2208, 0.7237, 0.6212, 12.04, 3.391, 9.0, 0.1462, 0.8483, 0.02546, 0.06693, 0.1019, 0.231, 0.07712, 0.04729, 0.04147, 0.07312, 0.0251, 0.124, 0.2535, 0.48, 15.39, 0.8147, 0.8948, 0.1502, 0.04429, 0.01453, 0.5978, 1.0, 1.152, 4.615, 0.00663, 0.00663
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--3.midi",0.0689, 0.1639, 0.9459, 0.9347, 10.35, 3.319, 1.0, 0.1394, 0.6824, 0.004239, 0.0895, 0.2289, 0.1432, 0.04616, 0.01931, 0.03486, 0.07913, 0.03062, 0.03815, 0.3754, 0.4948, 16.33, 0.1858, 0.2942, 0.6853, 0.2793, 0.0149, 0.1969, 0.7636, 1.218, 0.841, 0.007729, 0.007729
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi",0.04799, 0.1199, 0.9231, 0.9343, 13.56, 3.441, 9.0, 0.1484, 0.75, 0.01103, 0.06194, 0.07949, 0.1891, 0.05316, 0.03511, 0.02959, 0.09554, 0.03912, 0.1484, 0.3195, 0.4815, 19.22, 0.8523, 0.9235, 0.1376, 0.01354, 0.002707, 0.7536, 1.0, 0.6243, 8.349, 0.006486, 0.006483
